image_id,dimension,modality,within_mean,cross_mean
135hGJxVBbYi9bnQervsmqZcCc4_Fn1fO,gender,caption,0.8604252338409424,
135hGJxVBbYi9bnQervsmqZcCc4_Fn1fO,gender,justification,0.7944688200950623,
135hGJxVBbYi9bnQervsmqZcCc4_Fn1fO,gender,perception,1.0,
135hGJxVBbYi9bnQervsmqZcCc4_Fn1fO,economic_status,caption,1.0000001192092896,0.7236418724060059
135hGJxVBbYi9bnQervsmqZcCc4_Fn1fO,economic_status,justification,1.0,0.5930482745170593
135hGJxVBbYi9bnQervsmqZcCc4_Fn1fO,economic_status,perception,1.0,1.0
135hGJxVBbYi9bnQervsmqZcCc4_Fn1fO,political_spectrum,caption,0.8604252338409424,
135hGJxVBbYi9bnQervsmqZcCc4_Fn1fO,political_spectrum,justification,0.7944688200950623,
135hGJxVBbYi9bnQervsmqZcCc4_Fn1fO,political_spectrum,perception,1.0,
135hGJxVBbYi9bnQervsmqZcCc4_Fn1fO,personality,caption,0.8604252338409424,
135hGJxVBbYi9bnQervsmqZcCc4_Fn1fO,personality,justification,0.7944688200950623,
135hGJxVBbYi9bnQervsmqZcCc4_Fn1fO,personality,perception,1.0,
13VAge1esbhXsqK9d8LznHQzWgjFA-qRY,gender,caption,0.9807136654853821,
13VAge1esbhXsqK9d8LznHQzWgjFA-qRY,gender,justification,0.7493208646774292,
13VAge1esbhXsqK9d8LznHQzWgjFA-qRY,gender,perception,0.8316498316498318,
13VAge1esbhXsqK9d8LznHQzWgjFA-qRY,economic_status,caption,1.000000238418579,0.9618129134178162
13VAge1esbhXsqK9d8LznHQzWgjFA-qRY,economic_status,justification,0.9999998807907104,0.5036553740501404
13VAge1esbhXsqK9d8LznHQzWgjFA-qRY,economic_status,perception,1.0,0.6666666666666667
13VAge1esbhXsqK9d8LznHQzWgjFA-qRY,political_spectrum,caption,0.9807136654853821,
13VAge1esbhXsqK9d8LznHQzWgjFA-qRY,political_spectrum,justification,0.7493208646774292,
13VAge1esbhXsqK9d8LznHQzWgjFA-qRY,political_spectrum,perception,0.8316498316498318,
13VAge1esbhXsqK9d8LznHQzWgjFA-qRY,personality,caption,0.9807136654853821,
13VAge1esbhXsqK9d8LznHQzWgjFA-qRY,personality,justification,0.7493208646774292,
13VAge1esbhXsqK9d8LznHQzWgjFA-qRY,personality,perception,0.8316498316498318,
13z1njXGzj6Pwf49GtwRXx5t754PbKHiJ,gender,caption,0.9620215892791748,
13z1njXGzj6Pwf49GtwRXx5t754PbKHiJ,gender,justification,0.8913089036941528,
13z1njXGzj6Pwf49GtwRXx5t754PbKHiJ,gender,perception,1.0,
13z1njXGzj6Pwf49GtwRXx5t754PbKHiJ,economic_status,caption,0.9999998211860657,0.9248029589653015
13z1njXGzj6Pwf49GtwRXx5t754PbKHiJ,economic_status,justification,1.0000001192092896,0.7847914099693298
13z1njXGzj6Pwf49GtwRXx5t754PbKHiJ,economic_status,perception,1.0,1.0
13z1njXGzj6Pwf49GtwRXx5t754PbKHiJ,political_spectrum,caption,0.9620215892791748,
13z1njXGzj6Pwf49GtwRXx5t754PbKHiJ,political_spectrum,justification,0.8913089036941528,
13z1njXGzj6Pwf49GtwRXx5t754PbKHiJ,political_spectrum,perception,1.0,
13z1njXGzj6Pwf49GtwRXx5t754PbKHiJ,personality,caption,0.9620215892791748,
13z1njXGzj6Pwf49GtwRXx5t754PbKHiJ,personality,justification,0.8913089036941528,
13z1njXGzj6Pwf49GtwRXx5t754PbKHiJ,personality,perception,1.0,
14oyRi0Ae7uRpRiJRw1lPfwwhhldXC84U,gender,caption,0.9999998211860657,
14oyRi0Ae7uRpRiJRw1lPfwwhhldXC84U,gender,justification,0.732252836227417,
14oyRi0Ae7uRpRiJRw1lPfwwhhldXC84U,gender,perception,0.567099567099567,
14oyRi0Ae7uRpRiJRw1lPfwwhhldXC84U,economic_status,caption,0.9999998211860657,0.9999998211860657
14oyRi0Ae7uRpRiJRw1lPfwwhhldXC84U,economic_status,justification,1.0,0.4698605537414551
14oyRi0Ae7uRpRiJRw1lPfwwhhldXC84U,economic_status,perception,1.0,0.1428571428571428
14oyRi0Ae7uRpRiJRw1lPfwwhhldXC84U,political_spectrum,caption,0.9999998211860657,
14oyRi0Ae7uRpRiJRw1lPfwwhhldXC84U,political_spectrum,justification,0.732252836227417,
14oyRi0Ae7uRpRiJRw1lPfwwhhldXC84U,political_spectrum,perception,0.567099567099567,
14oyRi0Ae7uRpRiJRw1lPfwwhhldXC84U,personality,caption,0.9999998211860657,
14oyRi0Ae7uRpRiJRw1lPfwwhhldXC84U,personality,justification,0.732252836227417,
14oyRi0Ae7uRpRiJRw1lPfwwhhldXC84U,personality,perception,0.567099567099567,
160nowuoebdBnrXT3OgLQmAXD-qAJdkhn,gender,caption,1.0000001192092896,
160nowuoebdBnrXT3OgLQmAXD-qAJdkhn,gender,justification,0.8758461475372314,
160nowuoebdBnrXT3OgLQmAXD-qAJdkhn,gender,perception,0.8316498316498318,
160nowuoebdBnrXT3OgLQmAXD-qAJdkhn,economic_status,caption,1.0000001192092896,1.0000001192092896
160nowuoebdBnrXT3OgLQmAXD-qAJdkhn,economic_status,justification,1.000000238418579,0.7541750073432922
160nowuoebdBnrXT3OgLQmAXD-qAJdkhn,economic_status,perception,1.0,0.6666666666666667
160nowuoebdBnrXT3OgLQmAXD-qAJdkhn,political_spectrum,caption,1.0000001192092896,
160nowuoebdBnrXT3OgLQmAXD-qAJdkhn,political_spectrum,justification,0.8758461475372314,
160nowuoebdBnrXT3OgLQmAXD-qAJdkhn,political_spectrum,perception,0.8316498316498318,
160nowuoebdBnrXT3OgLQmAXD-qAJdkhn,personality,caption,1.0000001192092896,
160nowuoebdBnrXT3OgLQmAXD-qAJdkhn,personality,justification,0.8758461475372314,
160nowuoebdBnrXT3OgLQmAXD-qAJdkhn,personality,perception,0.8316498316498318,
16G9fyPvX0wNHmwpIz9Vmx4TZPzi6H1by,gender,caption,0.9966755509376526,
16G9fyPvX0wNHmwpIz9Vmx4TZPzi6H1by,gender,justification,0.8790883421897888,
16G9fyPvX0wNHmwpIz9Vmx4TZPzi6H1by,gender,perception,0.7474747474747475,
16G9fyPvX0wNHmwpIz9Vmx4TZPzi6H1by,economic_status,caption,1.0,0.9934175610542297
16G9fyPvX0wNHmwpIz9Vmx4TZPzi6H1by,economic_status,justification,1.0000004768371582,0.7605943083763123
16G9fyPvX0wNHmwpIz9Vmx4TZPzi6H1by,economic_status,perception,1.0,0.5
16G9fyPvX0wNHmwpIz9Vmx4TZPzi6H1by,political_spectrum,caption,0.9966755509376526,
16G9fyPvX0wNHmwpIz9Vmx4TZPzi6H1by,political_spectrum,justification,0.8790883421897888,
16G9fyPvX0wNHmwpIz9Vmx4TZPzi6H1by,political_spectrum,perception,0.7474747474747475,
16G9fyPvX0wNHmwpIz9Vmx4TZPzi6H1by,personality,caption,0.9966755509376526,
16G9fyPvX0wNHmwpIz9Vmx4TZPzi6H1by,personality,justification,0.8790883421897888,
16G9fyPvX0wNHmwpIz9Vmx4TZPzi6H1by,personality,perception,0.7474747474747475,
16nwQtJeucg4qnhhT7vOZlCThfWr9ldn8,gender,caption,0.9999995827674866,
16nwQtJeucg4qnhhT7vOZlCThfWr9ldn8,gender,justification,0.733464241027832,
16nwQtJeucg4qnhhT7vOZlCThfWr9ldn8,gender,perception,0.6392496392496393,
16nwQtJeucg4qnhhT7vOZlCThfWr9ldn8,economic_status,caption,0.9999995827674866,0.9999995827674866
16nwQtJeucg4qnhhT7vOZlCThfWr9ldn8,economic_status,justification,0.9999997019767761,0.4722594618797302
16nwQtJeucg4qnhhT7vOZlCThfWr9ldn8,economic_status,perception,1.0,0.2857142857142856
16nwQtJeucg4qnhhT7vOZlCThfWr9ldn8,political_spectrum,caption,0.9999995827674866,
16nwQtJeucg4qnhhT7vOZlCThfWr9ldn8,political_spectrum,justification,0.733464241027832,
16nwQtJeucg4qnhhT7vOZlCThfWr9ldn8,political_spectrum,perception,0.6392496392496393,
16nwQtJeucg4qnhhT7vOZlCThfWr9ldn8,personality,caption,0.9999995827674866,
16nwQtJeucg4qnhhT7vOZlCThfWr9ldn8,personality,justification,0.733464241027832,
16nwQtJeucg4qnhhT7vOZlCThfWr9ldn8,personality,perception,0.6392496392496393,
183xelmd0KIfYZwqufkbw8T5Q0bUFu_RR,gender,caption,0.9874063730239868,
183xelmd0KIfYZwqufkbw8T5Q0bUFu_RR,gender,justification,0.7774836421012878,
183xelmd0KIfYZwqufkbw8T5Q0bUFu_RR,gender,perception,0.7053872053872055,
183xelmd0KIfYZwqufkbw8T5Q0bUFu_RR,economic_status,caption,1.000000238418579,0.9750644564628601
183xelmd0KIfYZwqufkbw8T5Q0bUFu_RR,economic_status,justification,1.0,0.5594175457954407
183xelmd0KIfYZwqufkbw8T5Q0bUFu_RR,economic_status,perception,1.0,0.41666666666666663
183xelmd0KIfYZwqufkbw8T5Q0bUFu_RR,political_spectrum,caption,0.9874063730239868,
183xelmd0KIfYZwqufkbw8T5Q0bUFu_RR,political_spectrum,justification,0.7774836421012878,
183xelmd0KIfYZwqufkbw8T5Q0bUFu_RR,political_spectrum,perception,0.7053872053872055,
183xelmd0KIfYZwqufkbw8T5Q0bUFu_RR,personality,caption,0.9874063730239868,
183xelmd0KIfYZwqufkbw8T5Q0bUFu_RR,personality,justification,0.7774836421012878,
183xelmd0KIfYZwqufkbw8T5Q0bUFu_RR,personality,perception,0.7053872053872055,
1A-jAaJGMuowD6_ZwcKfoxUFD1VE03Hjr,gender,caption,0.9309753775596619,
1A-jAaJGMuowD6_ZwcKfoxUFD1VE03Hjr,gender,justification,0.8179495930671692,
1A-jAaJGMuowD6_ZwcKfoxUFD1VE03Hjr,gender,perception,0.6212121212121212,
1A-jAaJGMuowD6_ZwcKfoxUFD1VE03Hjr,economic_status,caption,1.0,0.8633312582969666
1A-jAaJGMuowD6_ZwcKfoxUFD1VE03Hjr,economic_status,justification,1.0,0.6395403146743774
1A-jAaJGMuowD6_ZwcKfoxUFD1VE03Hjr,economic_status,perception,1.0,0.25
1A-jAaJGMuowD6_ZwcKfoxUFD1VE03Hjr,political_spectrum,caption,0.9309753775596619,
1A-jAaJGMuowD6_ZwcKfoxUFD1VE03Hjr,political_spectrum,justification,0.8179495930671692,
1A-jAaJGMuowD6_ZwcKfoxUFD1VE03Hjr,political_spectrum,perception,0.6212121212121212,
1A-jAaJGMuowD6_ZwcKfoxUFD1VE03Hjr,personality,caption,0.9309753775596619,
1A-jAaJGMuowD6_ZwcKfoxUFD1VE03Hjr,personality,justification,0.8179495930671692,
1A-jAaJGMuowD6_ZwcKfoxUFD1VE03Hjr,personality,perception,0.6212121212121212,
1C7EFJIu3VvSW5yNsdzCo02TfvOZ6NK9T,gender,caption,0.947342574596405,
1C7EFJIu3VvSW5yNsdzCo02TfvOZ6NK9T,gender,justification,0.6913071870803833,
1C7EFJIu3VvSW5yNsdzCo02TfvOZ6NK9T,gender,perception,1.0,
1C7EFJIu3VvSW5yNsdzCo02TfvOZ6NK9T,economic_status,caption,1.0000001192092896,0.8957380652427673
1C7EFJIu3VvSW5yNsdzCo02TfvOZ6NK9T,economic_status,justification,1.0,0.3887881934642792
1C7EFJIu3VvSW5yNsdzCo02TfvOZ6NK9T,economic_status,perception,1.0,1.0
1C7EFJIu3VvSW5yNsdzCo02TfvOZ6NK9T,political_spectrum,caption,0.947342574596405,
1C7EFJIu3VvSW5yNsdzCo02TfvOZ6NK9T,political_spectrum,justification,0.6913071870803833,
1C7EFJIu3VvSW5yNsdzCo02TfvOZ6NK9T,political_spectrum,perception,1.0,
1C7EFJIu3VvSW5yNsdzCo02TfvOZ6NK9T,personality,caption,0.947342574596405,
1C7EFJIu3VvSW5yNsdzCo02TfvOZ6NK9T,personality,justification,0.6913071870803833,
1C7EFJIu3VvSW5yNsdzCo02TfvOZ6NK9T,personality,perception,1.0,
1DHpbzTqPkTr2dZbVQTAWaQKf4GlxDfps,gender,caption,1.0000001192092896,
1DHpbzTqPkTr2dZbVQTAWaQKf4GlxDfps,gender,justification,0.7856266498565674,
1DHpbzTqPkTr2dZbVQTAWaQKf4GlxDfps,gender,perception,0.7113997113997115,
1DHpbzTqPkTr2dZbVQTAWaQKf4GlxDfps,economic_status,caption,1.0000001192092896,1.0000001192092896
1DHpbzTqPkTr2dZbVQTAWaQKf4GlxDfps,economic_status,justification,1.000000238418579,0.5755407214164734
1DHpbzTqPkTr2dZbVQTAWaQKf4GlxDfps,economic_status,perception,1.0,0.42857142857142844
1DHpbzTqPkTr2dZbVQTAWaQKf4GlxDfps,political_spectrum,caption,1.0000001192092896,
1DHpbzTqPkTr2dZbVQTAWaQKf4GlxDfps,political_spectrum,justification,0.7856266498565674,
1DHpbzTqPkTr2dZbVQTAWaQKf4GlxDfps,political_spectrum,perception,0.7113997113997115,
1DHpbzTqPkTr2dZbVQTAWaQKf4GlxDfps,personality,caption,1.0000001192092896,
1DHpbzTqPkTr2dZbVQTAWaQKf4GlxDfps,personality,justification,0.7856266498565674,
1DHpbzTqPkTr2dZbVQTAWaQKf4GlxDfps,personality,perception,0.7113997113997115,
1E7sGHkf9mgoSumKn_Oj9wLe8eymnUuig,gender,caption,0.9999998807907104,
1E7sGHkf9mgoSumKn_Oj9wLe8eymnUuig,gender,justification,0.7449049949645996,
1E7sGHkf9mgoSumKn_Oj9wLe8eymnUuig,gender,perception,1.0,
1E7sGHkf9mgoSumKn_Oj9wLe8eymnUuig,economic_status,caption,0.9999998807907104,0.9999998807907104
1E7sGHkf9mgoSumKn_Oj9wLe8eymnUuig,economic_status,justification,1.0,0.49491196870803833
1E7sGHkf9mgoSumKn_Oj9wLe8eymnUuig,economic_status,perception,1.0,1.0
1E7sGHkf9mgoSumKn_Oj9wLe8eymnUuig,political_spectrum,caption,0.9999998807907104,
1E7sGHkf9mgoSumKn_Oj9wLe8eymnUuig,political_spectrum,justification,0.7449049949645996,
1E7sGHkf9mgoSumKn_Oj9wLe8eymnUuig,political_spectrum,perception,1.0,
1E7sGHkf9mgoSumKn_Oj9wLe8eymnUuig,personality,caption,0.9999998807907104,
1E7sGHkf9mgoSumKn_Oj9wLe8eymnUuig,personality,justification,0.7449049949645996,
1E7sGHkf9mgoSumKn_Oj9wLe8eymnUuig,personality,perception,1.0,
1GXtaH5Nq_SC-6sHe432wuR1YcWyUX86E,gender,caption,1.000000238418579,
1GXtaH5Nq_SC-6sHe432wuR1YcWyUX86E,gender,justification,0.7520054578781128,
1GXtaH5Nq_SC-6sHe432wuR1YcWyUX86E,gender,perception,0.7113997113997115,
1GXtaH5Nq_SC-6sHe432wuR1YcWyUX86E,economic_status,caption,1.000000238418579,1.000000238418579
1GXtaH5Nq_SC-6sHe432wuR1YcWyUX86E,economic_status,justification,0.9999998211860657,0.5089712142944336
1GXtaH5Nq_SC-6sHe432wuR1YcWyUX86E,economic_status,perception,1.0,0.42857142857142844
1GXtaH5Nq_SC-6sHe432wuR1YcWyUX86E,political_spectrum,caption,1.000000238418579,
1GXtaH5Nq_SC-6sHe432wuR1YcWyUX86E,political_spectrum,justification,0.7520054578781128,
1GXtaH5Nq_SC-6sHe432wuR1YcWyUX86E,political_spectrum,perception,0.7113997113997115,
1GXtaH5Nq_SC-6sHe432wuR1YcWyUX86E,personality,caption,1.000000238418579,
1GXtaH5Nq_SC-6sHe432wuR1YcWyUX86E,personality,justification,0.7520054578781128,
1GXtaH5Nq_SC-6sHe432wuR1YcWyUX86E,personality,perception,0.7113997113997115,
1HViKSthdMW2OR8-KpSmEsWqC5upS1Wb-,gender,caption,0.9849739670753479,
1HViKSthdMW2OR8-KpSmEsWqC5upS1Wb-,gender,justification,0.7812231779098511,
1HViKSthdMW2OR8-KpSmEsWqC5upS1Wb-,gender,perception,0.7113997113997115,
1HViKSthdMW2OR8-KpSmEsWqC5upS1Wb-,economic_status,caption,1.000000238418579,0.9702482223510742
1HViKSthdMW2OR8-KpSmEsWqC5upS1Wb-,economic_status,justification,1.000000238418579,0.5668216943740845
1HViKSthdMW2OR8-KpSmEsWqC5upS1Wb-,economic_status,perception,1.0,0.42857142857142844
1HViKSthdMW2OR8-KpSmEsWqC5upS1Wb-,political_spectrum,caption,0.9849739670753479,
1HViKSthdMW2OR8-KpSmEsWqC5upS1Wb-,political_spectrum,justification,0.7812231779098511,
1HViKSthdMW2OR8-KpSmEsWqC5upS1Wb-,political_spectrum,perception,0.7113997113997115,
1HViKSthdMW2OR8-KpSmEsWqC5upS1Wb-,personality,caption,0.9849739670753479,
1HViKSthdMW2OR8-KpSmEsWqC5upS1Wb-,personality,justification,0.7812231779098511,
1HViKSthdMW2OR8-KpSmEsWqC5upS1Wb-,personality,perception,0.7113997113997115,
1KCqQjSq3QRcBuByJxY87Xb--4lmy8mnr,gender,caption,0.9999995827674866,
1KCqQjSq3QRcBuByJxY87Xb--4lmy8mnr,gender,justification,0.7704572081565857,
1KCqQjSq3QRcBuByJxY87Xb--4lmy8mnr,gender,perception,1.0,
1KCqQjSq3QRcBuByJxY87Xb--4lmy8mnr,economic_status,caption,0.9999995827674866,0.9999995827674866
1KCqQjSq3QRcBuByJxY87Xb--4lmy8mnr,economic_status,justification,0.9999998211860657,0.5455054640769958
1KCqQjSq3QRcBuByJxY87Xb--4lmy8mnr,economic_status,perception,1.0,1.0
1KCqQjSq3QRcBuByJxY87Xb--4lmy8mnr,political_spectrum,caption,0.9999995827674866,
1KCqQjSq3QRcBuByJxY87Xb--4lmy8mnr,political_spectrum,justification,0.7704572081565857,
1KCqQjSq3QRcBuByJxY87Xb--4lmy8mnr,political_spectrum,perception,1.0,
1KCqQjSq3QRcBuByJxY87Xb--4lmy8mnr,personality,caption,0.9999995827674866,
1KCqQjSq3QRcBuByJxY87Xb--4lmy8mnr,personality,justification,0.7704572081565857,
1KCqQjSq3QRcBuByJxY87Xb--4lmy8mnr,personality,perception,1.0,
1Q_gMcjg8yrq2M7OCj1uBySMtP03fZgx-,gender,caption,0.9626303911209106,
1Q_gMcjg8yrq2M7OCj1uBySMtP03fZgx-,gender,justification,0.827938973903656,
1Q_gMcjg8yrq2M7OCj1uBySMtP03fZgx-,gender,perception,0.6392496392496393,
1Q_gMcjg8yrq2M7OCj1uBySMtP03fZgx-,economic_status,caption,1.0000003576278687,0.9260078072547913
1Q_gMcjg8yrq2M7OCj1uBySMtP03fZgx-,economic_status,justification,0.9999998211860657,0.6593194007873535
1Q_gMcjg8yrq2M7OCj1uBySMtP03fZgx-,economic_status,perception,1.0,0.2857142857142856
1Q_gMcjg8yrq2M7OCj1uBySMtP03fZgx-,political_spectrum,caption,0.9626303911209106,
1Q_gMcjg8yrq2M7OCj1uBySMtP03fZgx-,political_spectrum,justification,0.827938973903656,
1Q_gMcjg8yrq2M7OCj1uBySMtP03fZgx-,political_spectrum,perception,0.6392496392496393,
1Q_gMcjg8yrq2M7OCj1uBySMtP03fZgx-,personality,caption,0.9626303911209106,
1Q_gMcjg8yrq2M7OCj1uBySMtP03fZgx-,personality,justification,0.827938973903656,
1Q_gMcjg8yrq2M7OCj1uBySMtP03fZgx-,personality,perception,0.6392496392496393,
1Qc6MdxjsuI8dWcauI1lP-kf8VyhE7u-Z,gender,caption,0.9801824688911438,
1Qc6MdxjsuI8dWcauI1lP-kf8VyhE7u-Z,gender,justification,0.8483032584190369,
1Qc6MdxjsuI8dWcauI1lP-kf8VyhE7u-Z,gender,perception,1.0,
1Qc6MdxjsuI8dWcauI1lP-kf8VyhE7u-Z,economic_status,caption,1.0000004768371582,0.9607610106468201
1Qc6MdxjsuI8dWcauI1lP-kf8VyhE7u-Z,economic_status,justification,1.0,0.6996403336524963
1Qc6MdxjsuI8dWcauI1lP-kf8VyhE7u-Z,economic_status,perception,1.0,1.0
1Qc6MdxjsuI8dWcauI1lP-kf8VyhE7u-Z,political_spectrum,caption,0.9801824688911438,
1Qc6MdxjsuI8dWcauI1lP-kf8VyhE7u-Z,political_spectrum,justification,0.8483032584190369,
1Qc6MdxjsuI8dWcauI1lP-kf8VyhE7u-Z,political_spectrum,perception,1.0,
1Qc6MdxjsuI8dWcauI1lP-kf8VyhE7u-Z,personality,caption,0.9801824688911438,
1Qc6MdxjsuI8dWcauI1lP-kf8VyhE7u-Z,personality,justification,0.8483032584190369,
1Qc6MdxjsuI8dWcauI1lP-kf8VyhE7u-Z,personality,perception,1.0,
1RL3a1P0MAEe7b91QhSX-L6oBRP76YNZm,gender,caption,0.911589503288269,
1RL3a1P0MAEe7b91QhSX-L6oBRP76YNZm,gender,justification,0.7135247588157654,
1RL3a1P0MAEe7b91QhSX-L6oBRP76YNZm,gender,perception,0.7113997113997115,
1RL3a1P0MAEe7b91QhSX-L6oBRP76YNZm,economic_status,caption,0.9999998211860657,0.8249474763870239
1RL3a1P0MAEe7b91QhSX-L6oBRP76YNZm,economic_status,justification,0.9999997019767761,0.4327792823314667
1RL3a1P0MAEe7b91QhSX-L6oBRP76YNZm,economic_status,perception,1.0,0.42857142857142844
1RL3a1P0MAEe7b91QhSX-L6oBRP76YNZm,political_spectrum,caption,0.911589503288269,
1RL3a1P0MAEe7b91QhSX-L6oBRP76YNZm,political_spectrum,justification,0.7135247588157654,
1RL3a1P0MAEe7b91QhSX-L6oBRP76YNZm,political_spectrum,perception,0.7113997113997115,
1RL3a1P0MAEe7b91QhSX-L6oBRP76YNZm,personality,caption,0.911589503288269,
1RL3a1P0MAEe7b91QhSX-L6oBRP76YNZm,personality,justification,0.7135247588157654,
1RL3a1P0MAEe7b91QhSX-L6oBRP76YNZm,personality,perception,0.7113997113997115,
1RMftDANDs5S8TJ3e7aHCrPpuCAd9xtda,gender,caption,0.9999997019767761,
1RMftDANDs5S8TJ3e7aHCrPpuCAd9xtda,gender,justification,0.8610945343971252,
1RMftDANDs5S8TJ3e7aHCrPpuCAd9xtda,gender,perception,1.0,
1RMftDANDs5S8TJ3e7aHCrPpuCAd9xtda,economic_status,caption,0.9999997019767761,0.9999997019767761
1RMftDANDs5S8TJ3e7aHCrPpuCAd9xtda,economic_status,justification,0.9999998807907104,0.7249674797058105
1RMftDANDs5S8TJ3e7aHCrPpuCAd9xtda,economic_status,perception,1.0,1.0
1RMftDANDs5S8TJ3e7aHCrPpuCAd9xtda,political_spectrum,caption,0.9999997019767761,
1RMftDANDs5S8TJ3e7aHCrPpuCAd9xtda,political_spectrum,justification,0.8610945343971252,
1RMftDANDs5S8TJ3e7aHCrPpuCAd9xtda,political_spectrum,perception,1.0,
1RMftDANDs5S8TJ3e7aHCrPpuCAd9xtda,personality,caption,0.9999997019767761,
1RMftDANDs5S8TJ3e7aHCrPpuCAd9xtda,personality,justification,0.8610945343971252,
1RMftDANDs5S8TJ3e7aHCrPpuCAd9xtda,personality,perception,1.0,
1SF9dCdqBX2lAPgUBP0_ucp6WHDf5j3jS,gender,caption,0.9999998807907104,
1SF9dCdqBX2lAPgUBP0_ucp6WHDf5j3jS,gender,justification,0.8221407532691956,
1SF9dCdqBX2lAPgUBP0_ucp6WHDf5j3jS,gender,perception,0.9158249158249158,
