image_id,dimension,modality,within_mean,cross_mean
160nowuoebdBnrXT3OgLQmAXD-qAJdkhn,personality,justification,0.579433,0.55699736
16G9fyPvX0wNHmwpIz9Vmx4TZPzi6H1by,gender,caption,0.92088765,0.9178366
16G9fyPvX0wNHmwpIz9Vmx4TZPzi6H1by,gender,justification,0.5472252,0.5450753
16G9fyPvX0wNHmwpIz9Vmx4TZPzi6H1by,economic_status,caption,0.922291,0.91643584
16G9fyPvX0wNHmwpIz9Vmx4TZPzi6H1by,economic_status,justification,0.5766043,0.5157452
16G9fyPvX0wNHmwpIz9Vmx4TZPzi6H1by,political_spectrum,caption,0.92063594,0.91808826
16G9fyPvX0wNHmwpIz9Vmx4TZPzi6H1by,political_spectrum,justification,0.566612,0.5257209
16G9fyPvX0wNHmwpIz9Vmx4TZPzi6H1by,personality,caption,0.9202978,0.9188937
16G9fyPvX0wNHmwpIz9Vmx4TZPzi6H1by,personality,justification,0.56766486,0.5354186
16nwQtJeucg4qnhhT7vOZlCThfWr9ldn8,gender,caption,0.77983326,0.77469903
16nwQtJeucg4qnhhT7vOZlCThfWr9ldn8,gender,justification,0.61788577,0.61238015
16nwQtJeucg4qnhhT7vOZlCThfWr9ldn8,economic_status,caption,0.7869651,0.7675792
16nwQtJeucg4qnhhT7vOZlCThfWr9ldn8,economic_status,justification,0.6302224,0.6000637
16nwQtJeucg4qnhhT7vOZlCThfWr9ldn8,political_spectrum,caption,0.78284645,0.7716907
16nwQtJeucg4qnhhT7vOZlCThfWr9ldn8,political_spectrum,justification,0.6253173,0.6049605
16nwQtJeucg4qnhhT7vOZlCThfWr9ldn8,personality,caption,0.7798981,0.77595055
16nwQtJeucg4qnhhT7vOZlCThfWr9ldn8,personality,justification,0.62006074,0.61267155
183xelmd0KIfYZwqufkbw8T5Q0bUFu_RR,gender,caption,0.85373724,0.8530515
183xelmd0KIfYZwqufkbw8T5Q0bUFu_RR,gender,justification,0.5651098,0.5642757
183xelmd0KIfYZwqufkbw8T5Q0bUFu_RR,economic_status,caption,0.86013854,0.8466607
183xelmd0KIfYZwqufkbw8T5Q0bUFu_RR,economic_status,justification,0.5987919,0.5306497
183xelmd0KIfYZwqufkbw8T5Q0bUFu_RR,political_spectrum,caption,0.85662043,0.850173
183xelmd0KIfYZwqufkbw8T5Q0bUFu_RR,political_spectrum,justification,0.5763723,0.5530319
183xelmd0KIfYZwqufkbw8T5Q0bUFu_RR,personality,caption,0.85737646,0.8514077
183xelmd0KIfYZwqufkbw8T5Q0bUFu_RR,personality,justification,0.59874517,0.54770875
1A-jAaJGMuowD6_ZwcKfoxUFD1VE03Hjr,gender,caption,0.9217223,0.9216114
1A-jAaJGMuowD6_ZwcKfoxUFD1VE03Hjr,gender,justification,0.65758264,0.6567877
1A-jAaJGMuowD6_ZwcKfoxUFD1VE03Hjr,economic_status,caption,0.9263208,0.9170202
1A-jAaJGMuowD6_ZwcKfoxUFD1VE03Hjr,economic_status,justification,0.66667694,0.64770764
1A-jAaJGMuowD6_ZwcKfoxUFD1VE03Hjr,political_spectrum,caption,0.9227503,0.92058516
1A-jAaJGMuowD6_ZwcKfoxUFD1VE03Hjr,political_spectrum,justification,0.6767501,0.63765204
1A-jAaJGMuowD6_ZwcKfoxUFD1VE03Hjr,personality,caption,0.92271274,0.92114484
1A-jAaJGMuowD6_ZwcKfoxUFD1VE03Hjr,personality,justification,0.6771665,0.64721614
1C7EFJIu3VvSW5yNsdzCo02TfvOZ6NK9T,gender,caption,0.848804,0.8471513
1C7EFJIu3VvSW5yNsdzCo02TfvOZ6NK9T,gender,justification,0.5950426,0.59400636
1C7EFJIu3VvSW5yNsdzCo02TfvOZ6NK9T,economic_status,caption,0.856057,0.8399105
1C7EFJIu3VvSW5yNsdzCo02TfvOZ6NK9T,economic_status,justification,0.65189207,0.5372516
1C7EFJIu3VvSW5yNsdzCo02TfvOZ6NK9T,political_spectrum,caption,0.84811276,0.8478412
1C7EFJIu3VvSW5yNsdzCo02TfvOZ6NK9T,political_spectrum,justification,0.6068121,0.58225644
1C7EFJIu3VvSW5yNsdzCo02TfvOZ6NK9T,personality,caption,0.84831136,0.8478101
1C7EFJIu3VvSW5yNsdzCo02TfvOZ6NK9T,personality,justification,0.6019683,0.59081113
1DHpbzTqPkTr2dZbVQTAWaQKf4GlxDfps,gender,caption,0.8552773,0.8544323
1DHpbzTqPkTr2dZbVQTAWaQKf4GlxDfps,gender,justification,0.51136774,0.50907683
1DHpbzTqPkTr2dZbVQTAWaQKf4GlxDfps,economic_status,caption,0.8672951,0.84243464
1DHpbzTqPkTr2dZbVQTAWaQKf4GlxDfps,economic_status,justification,0.5664267,0.45410988
1DHpbzTqPkTr2dZbVQTAWaQKf4GlxDfps,political_spectrum,caption,0.8576775,0.85203594
1DHpbzTqPkTr2dZbVQTAWaQKf4GlxDfps,political_spectrum,justification,0.54479086,0.47570902
1DHpbzTqPkTr2dZbVQTAWaQKf4GlxDfps,personality,caption,0.8574528,0.8535585
1DHpbzTqPkTr2dZbVQTAWaQKf4GlxDfps,personality,justification,0.5306629,0.500026
1E7sGHkf9mgoSumKn_Oj9wLe8eymnUuig,gender,caption,0.8207174,0.82015693
1E7sGHkf9mgoSumKn_Oj9wLe8eymnUuig,gender,justification,0.46994993,0.46798062
1E7sGHkf9mgoSumKn_Oj9wLe8eymnUuig,economic_status,caption,0.8361679,0.8047322
1E7sGHkf9mgoSumKn_Oj9wLe8eymnUuig,economic_status,justification,0.53416926,0.4038683
1E7sGHkf9mgoSumKn_Oj9wLe8eymnUuig,political_spectrum,caption,0.82074934,0.8201249
1E7sGHkf9mgoSumKn_Oj9wLe8eymnUuig,political_spectrum,justification,0.48425868,0.45369568
1E7sGHkf9mgoSumKn_Oj9wLe8eymnUuig,personality,caption,0.8221591,0.81957793
1E7sGHkf9mgoSumKn_Oj9wLe8eymnUuig,personality,justification,0.47791106,0.46450222
1GXtaH5Nq_SC-6sHe432wuR1YcWyUX86E,gender,caption,0.85482264,0.8541587
1GXtaH5Nq_SC-6sHe432wuR1YcWyUX86E,gender,justification,0.53137696,0.5313504
1GXtaH5Nq_SC-6sHe432wuR1YcWyUX86E,economic_status,caption,0.86180544,0.8471875
1GXtaH5Nq_SC-6sHe432wuR1YcWyUX86E,economic_status,justification,0.5716736,0.49112105
1GXtaH5Nq_SC-6sHe432wuR1YcWyUX86E,political_spectrum,caption,0.85731643,0.85166883
1GXtaH5Nq_SC-6sHe432wuR1YcWyUX86E,political_spectrum,justification,0.5397217,0.5230195
1GXtaH5Nq_SC-6sHe432wuR1YcWyUX86E,personality,caption,0.8566121,0.8534322
1GXtaH5Nq_SC-6sHe432wuR1YcWyUX86E,personality,justification,0.55080146,0.52166903
1HViKSthdMW2OR8-KpSmEsWqC5upS1Wb-,gender,caption,0.95747477,0.9572624
1HViKSthdMW2OR8-KpSmEsWqC5upS1Wb-,gender,justification,0.5543246,0.5533931
1HViKSthdMW2OR8-KpSmEsWqC5upS1Wb-,economic_status,caption,0.95759374,0.9571436
1HViKSthdMW2OR8-KpSmEsWqC5upS1Wb-,economic_status,justification,0.5825218,0.52524287
1HViKSthdMW2OR8-KpSmEsWqC5upS1Wb-,political_spectrum,caption,0.9574714,0.95726556
1HViKSthdMW2OR8-KpSmEsWqC5upS1Wb-,political_spectrum,justification,0.5763995,0.53135514
1HViKSthdMW2OR8-KpSmEsWqC5upS1Wb-,personality,caption,0.95831525,0.9568962
1HViKSthdMW2OR8-KpSmEsWqC5upS1Wb-,personality,justification,0.57210875,0.54475623
1KCqQjSq3QRcBuByJxY87Xb--4lmy8mnr,gender,caption,0.9194283,0.9179547
1KCqQjSq3QRcBuByJxY87Xb--4lmy8mnr,gender,justification,0.62630653,0.6253669
1KCqQjSq3QRcBuByJxY87Xb--4lmy8mnr,economic_status,caption,0.92199326,0.91539377
1KCqQjSq3QRcBuByJxY87Xb--4lmy8mnr,economic_status,justification,0.65381896,0.5979005
1KCqQjSq3QRcBuByJxY87Xb--4lmy8mnr,political_spectrum,caption,0.9207189,0.9166658
1KCqQjSq3QRcBuByJxY87Xb--4lmy8mnr,political_spectrum,justification,0.668054,0.5836892
1KCqQjSq3QRcBuByJxY87Xb--4lmy8mnr,personality,caption,0.92278755,0.91664773
1KCqQjSq3QRcBuByJxY87Xb--4lmy8mnr,personality,justification,0.64177364,0.6178877
1Q_gMcjg8yrq2M7OCj1uBySMtP03fZgx-,gender,caption,0.7457277,0.7404364
1Q_gMcjg8yrq2M7OCj1uBySMtP03fZgx-,gender,justification,0.5110054,0.5088859
1Q_gMcjg8yrq2M7OCj1uBySMtP03fZgx-,economic_status,caption,0.74821854,0.7379499
1Q_gMcjg8yrq2M7OCj1uBySMtP03fZgx-,economic_status,justification,0.54575473,0.4741947
1Q_gMcjg8yrq2M7OCj1uBySMtP03fZgx-,political_spectrum,caption,0.8269075,0.6593919
1Q_gMcjg8yrq2M7OCj1uBySMtP03fZgx-,political_spectrum,justification,0.5691956,0.4507928
1Q_gMcjg8yrq2M7OCj1uBySMtP03fZgx-,personality,caption,0.74491984,0.74216217
1Q_gMcjg8yrq2M7OCj1uBySMtP03fZgx-,personality,justification,0.5220311,0.50391674
1Qc6MdxjsuI8dWcauI1lP-kf8VyhE7u-Z,gender,caption,0.8704359,0.86989486
1Qc6MdxjsuI8dWcauI1lP-kf8VyhE7u-Z,gender,justification,0.5639271,0.5619171
1Qc6MdxjsuI8dWcauI1lP-kf8VyhE7u-Z,economic_status,caption,0.87504184,0.8652967
1Qc6MdxjsuI8dWcauI1lP-kf8VyhE7u-Z,economic_status,justification,0.5951173,0.53077894
1Qc6MdxjsuI8dWcauI1lP-kf8VyhE7u-Z,political_spectrum,caption,0.8707058,0.8696256
1Qc6MdxjsuI8dWcauI1lP-kf8VyhE7u-Z,political_spectrum,justification,0.5774724,0.54839456
1Qc6MdxjsuI8dWcauI1lP-kf8VyhE7u-Z,personality,caption,0.87191015,0.869295
1Qc6MdxjsuI8dWcauI1lP-kf8VyhE7u-Z,personality,justification,0.5697751,0.55950296
1RL3a1P0MAEe7b91QhSX-L6oBRP76YNZm,gender,caption,0.7511686,0.75020206
1RL3a1P0MAEe7b91QhSX-L6oBRP76YNZm,gender,justification,0.42006966,0.41840824
1RL3a1P0MAEe7b91QhSX-L6oBRP76YNZm,economic_status,caption,0.7557935,0.7455849
1RL3a1P0MAEe7b91QhSX-L6oBRP76YNZm,economic_status,justification,0.47713593,0.3614372
1RL3a1P0MAEe7b91QhSX-L6oBRP76YNZm,political_spectrum,caption,0.7523392,0.7490335
1RL3a1P0MAEe7b91QhSX-L6oBRP76YNZm,political_spectrum,justification,0.4332972,0.40520257
1RL3a1P0MAEe7b91QhSX-L6oBRP76YNZm,personality,caption,0.7528457,0.7496072
1RL3a1P0MAEe7b91QhSX-L6oBRP76YNZm,personality,justification,0.43096974,0.41338712
1RMftDANDs5S8TJ3e7aHCrPpuCAd9xtda,gender,caption,0.9500767,0.9491486
1RMftDANDs5S8TJ3e7aHCrPpuCAd9xtda,gender,justification,0.5578099,0.5546967
1RMftDANDs5S8TJ3e7aHCrPpuCAd9xtda,economic_status,caption,0.95231193,0.9469171
1RMftDANDs5S8TJ3e7aHCrPpuCAd9xtda,economic_status,justification,0.5843463,0.5282045
1RMftDANDs5S8TJ3e7aHCrPpuCAd9xtda,political_spectrum,caption,0.9500107,0.9492145
1RMftDANDs5S8TJ3e7aHCrPpuCAd9xtda,political_spectrum,justification,0.5809605,0.53158474
1RMftDANDs5S8TJ3e7aHCrPpuCAd9xtda,personality,caption,0.951652,0.9485949
1RMftDANDs5S8TJ3e7aHCrPpuCAd9xtda,personality,justification,0.57165295,0.548571
1SF9dCdqBX2lAPgUBP0_ucp6WHDf5j3jS,gender,caption,0.9645435,0.9643597
1SF9dCdqBX2lAPgUBP0_ucp6WHDf5j3jS,gender,justification,0.60038483,0.597675
1SF9dCdqBX2lAPgUBP0_ucp6WHDf5j3jS,economic_status,caption,0.96575856,0.9631467
1SF9dCdqBX2lAPgUBP0_ucp6WHDf5j3jS,economic_status,justification,0.6231669,0.574931
1SF9dCdqBX2lAPgUBP0_ucp6WHDf5j3jS,political_spectrum,caption,0.96451646,0.9643865
1SF9dCdqBX2lAPgUBP0_ucp6WHDf5j3jS,political_spectrum,justification,0.6121477,0.585932
1SF9dCdqBX2lAPgUBP0_ucp6WHDf5j3jS,personality,caption,0.9647608,0.96429735
1SF9dCdqBX2lAPgUBP0_ucp6WHDf5j3jS,personality,justification,0.60864705,0.5942319
1VRTZwO0EUPeAN6buNdcn_LvIt-y78z2X,gender,caption,0.90879023,0.9087172
1VRTZwO0EUPeAN6buNdcn_LvIt-y78z2X,gender,justification,0.6332768,0.63046706
1VRTZwO0EUPeAN6buNdcn_LvIt-y78z2X,economic_status,caption,0.90890336,0.9086046
1VRTZwO0EUPeAN6buNdcn_LvIt-y78z2X,economic_status,justification,0.6442388,0.6195231
1VRTZwO0EUPeAN6buNdcn_LvIt-y78z2X,political_spectrum,caption,0.91059875,0.9069118
1VRTZwO0EUPeAN6buNdcn_LvIt-y78z2X,political_spectrum,justification,0.648203,0.61556566
1VRTZwO0EUPeAN6buNdcn_LvIt-y78z2X,personality,caption,0.90967053,0.9082967
1VRTZwO0EUPeAN6buNdcn_LvIt-y78z2X,personality,justification,0.64313847,0.6262509
1VVqEHY3Eh-NtRWOsfSLxk2RoAPwBYQT9,gender,caption,0.92992556,0.9297797
1VVqEHY3Eh-NtRWOsfSLxk2RoAPwBYQT9,gender,justification,0.6248709,0.6229831
1VVqEHY3Eh-NtRWOsfSLxk2RoAPwBYQT9,economic_status,caption,0.9301514,0.9295542
1VVqEHY3Eh-NtRWOsfSLxk2RoAPwBYQT9,economic_status,justification,0.63282996,0.6150371
1VVqEHY3Eh-NtRWOsfSLxk2RoAPwBYQT9,political_spectrum,caption,0.93041646,0.9292896
1VVqEHY3Eh-NtRWOsfSLxk2RoAPwBYQT9,political_spectrum,justification,0.6458056,0.6020831
1VVqEHY3Eh-NtRWOsfSLxk2RoAPwBYQT9,personality,caption,0.9312588,0.92915136
1VVqEHY3Eh-NtRWOsfSLxk2RoAPwBYQT9,personality,justification,0.6301827,0.6208058
1_N1_AAszvKnXnIYt482CmVF4jRP1Agqb,gender,caption,0.8959745,0.8955387
1_N1_AAszvKnXnIYt482CmVF4jRP1Agqb,gender,justification,0.58515143,0.5834481
1_N1_AAszvKnXnIYt482CmVF4jRP1Agqb,economic_status,caption,0.8967292,0.8947852
1_N1_AAszvKnXnIYt482CmVF4jRP1Agqb,economic_status,justification,0.5914134,0.5771967
1_N1_AAszvKnXnIYt482CmVF4jRP1Agqb,political_spectrum,caption,0.8999463,0.8915736
1_N1_AAszvKnXnIYt482CmVF4jRP1Agqb,political_spectrum,justification,0.62502366,0.54364234
1_N1_AAszvKnXnIYt482CmVF4jRP1Agqb,personality,caption,0.8962408,0.89551485
1_N1_AAszvKnXnIYt482CmVF4jRP1Agqb,personality,justification,0.59228146,0.58031785
1cdQpAYnq9dZiHJyXcfh_AxKsr4jrHWrJ,gender,caption,0.90894574,0.9026464
1cdQpAYnq9dZiHJyXcfh_AxKsr4jrHWrJ,gender,justification,0.6154854,0.6134288
1cdQpAYnq9dZiHJyXcfh_AxKsr4jrHWrJ,economic_status,caption,0.9143638,0.89723766
1cdQpAYnq9dZiHJyXcfh_AxKsr4jrHWrJ,economic_status,justification,0.63017136,0.5987672
1cdQpAYnq9dZiHJyXcfh_AxKsr4jrHWrJ,political_spectrum,caption,0.9067103,0.9048783
1cdQpAYnq9dZiHJyXcfh_AxKsr4jrHWrJ,political_spectrum,justification,0.63641846,0.59253067
1cdQpAYnq9dZiHJyXcfh_AxKsr4jrHWrJ,personality,caption,0.9065823,0.9054
1cdQpAYnq9dZiHJyXcfh_AxKsr4jrHWrJ,personality,justification,0.6329713,0.6052218
1d_N60_USocfCq3b1PUo6ggQ0uXm7fxyP,gender,caption,0.7877662,0.78665954
1d_N60_USocfCq3b1PUo6ggQ0uXm7fxyP,gender,justification,0.5142293,0.510396
1d_N60_USocfCq3b1PUo6ggQ0uXm7fxyP,economic_status,caption,0.8064423,0.7680147
1d_N60_USocfCq3b1PUo6ggQ0uXm7fxyP,economic_status,justification,0.5363041,0.488358
1d_N60_USocfCq3b1PUo6ggQ0uXm7fxyP,political_spectrum,caption,0.7939165,0.78051955
1d_N60_USocfCq3b1PUo6ggQ0uXm7fxyP,political_spectrum,justification,0.5243569,0.50028527
1d_N60_USocfCq3b1PUo6ggQ0uXm7fxyP,personality,caption,0.79550195,0.7830782
1d_N60_USocfCq3b1PUo6ggQ0uXm7fxyP,personality,justification,0.5216687,0.507644
1eV8XkQbq8rECy6hbZrN1_qwSRyWXDqsK,gender,caption,0.7287878,0.7276444
1eV8XkQbq8rECy6hbZrN1_qwSRyWXDqsK,gender,justification,0.53036296,0.52883744
1eV8XkQbq8rECy6hbZrN1_qwSRyWXDqsK,economic_status,caption,0.7905192,0.66601604
1eV8XkQbq8rECy6hbZrN1_qwSRyWXDqsK,economic_status,justification,0.56542814,0.49383083
1eV8XkQbq8rECy6hbZrN1_qwSRyWXDqsK,political_spectrum,caption,0.7286328,0.72779906
1eV8XkQbq8rECy6hbZrN1_qwSRyWXDqsK,political_spectrum,justification,0.54926336,0.50996876
1eV8XkQbq8rECy6hbZrN1_qwSRyWXDqsK,personality,caption,0.7351686,0.7247478
1eV8XkQbq8rECy6hbZrN1_qwSRyWXDqsK,personality,justification,0.5433248,0.52275425
1hCanLX8A-eYvjKFWTM3UHT6UGA8WG0YW,gender,caption,0.8488119,0.84849113
1hCanLX8A-eYvjKFWTM3UHT6UGA8WG0YW,gender,justification,0.5140781,0.5130436
1hCanLX8A-eYvjKFWTM3UHT6UGA8WG0YW,economic_status,caption,0.8527041,0.84460545
1hCanLX8A-eYvjKFWTM3UHT6UGA8WG0YW,economic_status,justification,0.5478516,0.47932628
1hCanLX8A-eYvjKFWTM3UHT6UGA8WG0YW,political_spectrum,caption,0.8526218,0.8446876
1hCanLX8A-eYvjKFWTM3UHT6UGA8WG0YW,political_spectrum,justification,0.5576354,0.46955863
1hCanLX8A-eYvjKFWTM3UHT6UGA8WG0YW,personality,caption,0.8504729,0.84774274
1hCanLX8A-eYvjKFWTM3UHT6UGA8WG0YW,personality,justification,0.53140086,0.50466245
1hctEzYSekwQsmfgDM6vrg-fFYs9iFc2A,gender,caption,0.8987762,0.89754426
1hctEzYSekwQsmfgDM6vrg-fFYs9iFc2A,gender,justification,0.5306998,0.5288294
1hctEzYSekwQsmfgDM6vrg-fFYs9iFc2A,economic_status,caption,0.8989479,0.8973727
1hctEzYSekwQsmfgDM6vrg-fFYs9iFc2A,economic_status,justification,0.5420901,0.51745784
1hctEzYSekwQsmfgDM6vrg-fFYs9iFc2A,political_spectrum,caption,0.89908534,0.89723575
1hctEzYSekwQsmfgDM6vrg-fFYs9iFc2A,political_spectrum,justification,0.5670318,0.49255782
1hctEzYSekwQsmfgDM6vrg-fFYs9iFc2A,personality,caption,0.8993074,0.8975873
1hctEzYSekwQsmfgDM6vrg-fFYs9iFc2A,personality,justification,0.5495871,0.51987684
1hqaCcpInGSaHSJ2FZ-4kyifUstMq5NQ_,gender,caption,0.8571291,0.8557093
1hqaCcpInGSaHSJ2FZ-4kyifUstMq5NQ_,gender,justification,0.5267282,0.52438533
1hqaCcpInGSaHSJ2FZ-4kyifUstMq5NQ_,economic_status,caption,0.8588965,0.8539447
1hqaCcpInGSaHSJ2FZ-4kyifUstMq5NQ_,economic_status,justification,0.5653331,0.48584452
1hqaCcpInGSaHSJ2FZ-4kyifUstMq5NQ_,political_spectrum,caption,0.8668204,0.84603375
1hqaCcpInGSaHSJ2FZ-4kyifUstMq5NQ_,political_spectrum,justification,0.54662156,0.50452507
1hqaCcpInGSaHSJ2FZ-4kyifUstMq5NQ_,personality,caption,0.8598728,0.8546958
1hqaCcpInGSaHSJ2FZ-4kyifUstMq5NQ_,personality,justification,0.5487415,0.513992
1iJTUQJrnL6JpSTFVieUrVMOwmk8CxOCQ,gender,caption,0.96710503,0.9668412
1iJTUQJrnL6JpSTFVieUrVMOwmk8CxOCQ,gender,justification,0.5797359,0.5781901
1iJTUQJrnL6JpSTFVieUrVMOwmk8CxOCQ,economic_status,caption,0.9678083,0.9661393
1iJTUQJrnL6JpSTFVieUrVMOwmk8CxOCQ,economic_status,justification,0.59983784,0.55812865
1iJTUQJrnL6JpSTFVieUrVMOwmk8CxOCQ,political_spectrum,caption,0.9679839,0.9659641
1iJTUQJrnL6JpSTFVieUrVMOwmk8CxOCQ,political_spectrum,justification,0.60371524,0.5542588
