annotation_id,roberta_label,roberta_score,condition
pno_perso_img_1SF9dCdqBX2lAPgUBP0_ucp6WHDf5j3jS_no_persona_no_think,Negative,0.8245518803596497,no_persona_no_think
pno_perso_img_1vKcmpxFO6XnR5yGCJF-Vbq_dnVKj6QK__no_persona_no_think,Positive,0.9559894800186157,no_persona_no_think
pno_perso_img_1r7ff1KflZ1FUAQO6k9fhsHzpsmUdsFq4_no_persona_no_think,Positive,0.9292970299720764,no_persona_no_think
pno_perso_img_1o7J69bQhbz_B92JymZCrYVdNyn3j3boo_no_persona_no_think,Positive,0.9514819383621216,no_persona_no_think
pno_perso_img_1q3TNMRZ05nvi3ieCmJQFMvoRhls-oK46_no_persona_no_think,Negative,0.8780229687690735,no_persona_no_think
pno_perso_img_1k1UuU5dx3CPZHW_4sfUxolXLMyWE3yyy_no_persona_no_think,Neutral,0.8102632164955139,no_persona_no_think
pno_perso_img_13z1njXGzj6Pwf49GtwRXx5t754PbKHiJ_no_persona_no_think,Neutral,0.6359248161315918,no_persona_no_think
pno_perso_img_1A-jAaJGMuowD6_ZwcKfoxUFD1VE03Hjr_no_persona_no_think,Positive,0.9379543662071228,no_persona_no_think
pno_perso_img_1KCqQjSq3QRcBuByJxY87Xb--4lmy8mnr_no_persona_no_think,Positive,0.9684258103370667,no_persona_no_think
pno_perso_img_183xelmd0KIfYZwqufkbw8T5Q0bUFu_RR_no_persona_no_think,Positive,0.9431456327438354,no_persona_no_think
pno_perso_img_1khAXDwBS9Lwg4diDT7HjvdqavZ6qRPrX_no_persona_no_think,Neutral,0.5995674133300781,no_persona_no_think
pno_perso_img_14oyRi0Ae7uRpRiJRw1lPfwwhhldXC84U_no_persona_no_think,Negative,0.8375992774963379,no_persona_no_think
pno_perso_img_1cdQpAYnq9dZiHJyXcfh_AxKsr4jrHWrJ_no_persona_no_think,Positive,0.9225838780403137,no_persona_no_think
pno_perso_img_1RL3a1P0MAEe7b91QhSX-L6oBRP76YNZm_no_persona_no_think,Negative,0.6156437993049622,no_persona_no_think
pno_perso_img_1t3cM_BgN9ALxP0Hp3f53XT5qE17uDx0A_no_persona_no_think,Neutral,0.8305014967918396,no_persona_no_think
pno_perso_img_1DHpbzTqPkTr2dZbVQTAWaQKf4GlxDfps_no_persona_no_think,Positive,0.9464759826660156,no_persona_no_think
pno_perso_img_1kRR4l61IqjrIGK-7K1R1rYB0-zLsrrG4_no_persona_no_think,Positive,0.9680815935134888,no_persona_no_think
pno_perso_img_1hqaCcpInGSaHSJ2FZ-4kyifUstMq5NQ__no_persona_no_think,Negative,0.8844776749610901,no_persona_no_think
pno_perso_img_1eV8XkQbq8rECy6hbZrN1_qwSRyWXDqsK_no_persona_no_think,Negative,0.8372581005096436,no_persona_no_think
pno_perso_img_1nu9kONAhZF_V7NSJZqG5GsEI1Vsc9J56_no_persona_no_think,Positive,0.9263373613357544,no_persona_no_think
pno_perso_img_103V6ocF--_BPMnZoK9eUxTWbIZG2QsHG_no_persona_no_think,Negative,0.8634706735610962,no_persona_no_think
pno_perso_img_1jdOSY2GTxgFXHke0EClaQQxAXyzJMsRh_no_persona_no_think,Neutral,0.5202569365501404,no_persona_no_think
pno_perso_img_1VRTZwO0EUPeAN6buNdcn_LvIt-y78z2X_no_persona_no_think,Negative,0.7815729379653931,no_persona_no_think
pno_perso_img_135hGJxVBbYi9bnQervsmqZcCc4_Fn1fO_no_persona_no_think,Negative,0.8799375891685486,no_persona_no_think
pno_perso_img_13VAge1esbhXsqK9d8LznHQzWgjFA-qRY_no_persona_no_think,Neutral,0.8565800189971924,no_persona_no_think
pno_perso_img_1hctEzYSekwQsmfgDM6vrg-fFYs9iFc2A_no_persona_no_think,Neutral,0.8545040488243103,no_persona_no_think
pno_perso_img_1Qc6MdxjsuI8dWcauI1lP-kf8VyhE7u-Z_no_persona_no_think,Negative,0.5877783298492432,no_persona_no_think
pno_perso_img_11DOuFmByYWPoQc2QyFxzxcb1da83nIqF_no_persona_no_think,Negative,0.8328293561935425,no_persona_no_think
pno_perso_img_1sfAJ-SYopUN1Hy20CmVASpKh0CmPGliN_no_persona_no_think,Neutral,0.8738024830818176,no_persona_no_think
pno_perso_img_1_N1_AAszvKnXnIYt482CmVF4jRP1Agqb_no_persona_no_think,Negative,0.7953904867172241,no_persona_no_think
pno_perso_img_16G9fyPvX0wNHmwpIz9Vmx4TZPzi6H1by_no_persona_no_think,Negative,0.8715572953224182,no_persona_no_think
pno_perso_img_1VVqEHY3Eh-NtRWOsfSLxk2RoAPwBYQT9_no_persona_no_think,Negative,0.5138154029846191,no_persona_no_think
pno_perso_img_1kRXoE5m4UpYJMqBNT4niKKPc0R8hj6zR_no_persona_no_think,Negative,0.8179610967636108,no_persona_no_think
pno_perso_img_1C7EFJIu3VvSW5yNsdzCo02TfvOZ6NK9T_no_persona_no_think,Negative,0.7167050838470459,no_persona_no_think
pno_perso_img_1s7eVvxbs_jcfRFj3ZfJR7PPJC7cBGSdj_no_persona_no_think,Positive,0.723554790019989,no_persona_no_think
pno_perso_img_1HViKSthdMW2OR8-KpSmEsWqC5upS1Wb-_no_persona_no_think,Negative,0.8793307542800903,no_persona_no_think
pno_perso_img_102tapSsNubXllWzP7asAW-qwMJApiWt6_no_persona_no_think,Negative,0.895861804485321,no_persona_no_think
pno_perso_img_1hCanLX8A-eYvjKFWTM3UHT6UGA8WG0YW_no_persona_no_think,Neutral,0.7327567934989929,no_persona_no_think
pno_perso_img_1d_N60_USocfCq3b1PUo6ggQ0uXm7fxyP_no_persona_no_think,Negative,0.5444263219833374,no_persona_no_think
pno_perso_img_160nowuoebdBnrXT3OgLQmAXD-qAJdkhn_no_persona_no_think,Negative,0.876091718673706,no_persona_no_think
pno_perso_img_1RMftDANDs5S8TJ3e7aHCrPpuCAd9xtda_no_persona_no_think,Negative,0.8707051873207092,no_persona_no_think
pno_perso_img_1nCKChETlRSdOH97l6iNJrclGJUlHdZ-E_no_persona_no_think,Negative,0.8966482281684875,no_persona_no_think
pno_perso_img_16nwQtJeucg4qnhhT7vOZlCThfWr9ldn8_no_persona_no_think,Neutral,0.5878872871398926,no_persona_no_think
